WOE,EBE,TVE,Weekday,Month,Season,HTE
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.813586,6.0,1.0,0.0
1.0,0.0,0.0,5.2532296,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.674531,1.0,0.0
0.33176297,0.0,0.0,5.668237,6.331763,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.041302264,0.0,0.0,6.0,6.0,1.0,0.0
0.021439867,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.7386527,6.0,1.0,0.0
0.95878667,0.0,0.0,5.0412135,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.1678925,6.8321075,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
0.287812,0.0,0.0,5.712188,6.287812,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.4213398,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.22845,6.0,1.0,0.0
1.0,0.0,0.0,5.0646653,6.9353347,1.0,0.0
0.6211253,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.2353253,6.7646747,1.0,0.0
0.44248176,0.0,0.0,5.557518,6.442482,1.0,0.0
1.0,0.0,0.0,5.0,6.043112,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.4045164,0.0,0.0,5.595484,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.2344055,6.7655945,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.88575155,0.0,0.0,5.1142483,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0013337,6.0,1.0,0.0
0.6761504,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.9712186,6.0,1.0,0.0
1.0,0.0,0.0,5.7272425,6.2727575,1.0,0.0
1.0,0.0,0.0,5.6503468,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.5168004,6.4831996,1.0,0.0
0.78655213,0.0,0.0,5.213448,6.786552,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.16463763,0.0,0.0,5.8353624,6.1646376,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.4589696,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
0.9319027,0.0,0.0,6.0,6.0,1.0,0.0
0.5127232,0.0,0.0,5.487277,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.459587,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.3636556,6.0,1.0,0.0
1.0,0.0,0.0,5.5000925,6.4999075,1.0,0.0
1.0,0.0,0.0,5.1033006,6.8966994,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.112411,6.0,1.0,0.0
0.4336093,0.0,0.0,5.5663905,6.0,1.0,0.0
0.681535,0.0,0.0,5.318465,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
0.44737983,0.0,0.0,5.55262,6.0,1.0,0.0
1.0,0.0,0.0,5.34087,6.0,1.0,0.0
0.050575566,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.68875474,0.0,0.0,6.0,6.0,1.0,0.0
0.5098926,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.41667,6.0,1.0,0.0
0.74386525,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.8563743,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.3927503,6.0,1.0,0.0
0.35655624,0.0,0.0,5.6434436,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.1671443,1.0,0.0
1.0,0.0,0.0,5.955653,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.3205914,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.56371063,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.4600515,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.501703,6.0,1.0,0.0
1.0,0.0,0.0,5.9011893,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.8678285,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.3557587,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
0.7246313,0.0,0.0,5.2753687,6.0,1.0,0.0
1.0,0.0,0.0,5.035552,6.0,1.0,0.0
0.0026188493,0.0,0.0,5.997381,6.0,1.0,0.0
0.8726367,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.7026563,6.0,1.0,0.0
1.0,0.0,0.0,5.257411,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.643833,6.0,1.0,0.0
0.6276622,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.6817236,6.0,1.0,0.0
1.0,0.0,0.0,5.6211333,6.0,1.0,0.0
0.83573633,0.0,0.0,5.1642637,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.380792,6.0,1.0,0.0
0.5420906,0.0,0.0,5.4579096,6.5420904,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.7640557,6.0,1.0,0.0
1.0,0.0,0.0,5.0838084,6.9161916,1.0,0.0
0.16071558,0.0,0.0,5.8392844,6.0,1.0,0.0
1.0,0.0,0.0,5.733205,6.0,1.0,0.0
1.0,0.0,0.0,5.5686345,6.0,1.0,0.0
0.5540347,0.0,0.0,5.4459653,6.0,1.0,0.0
0.6913923,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.3730836,6.0,1.0,0.0
1.0,0.0,0.0,5.173799,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0549536,6.9450464,1.0,0.0
1.0,0.0,0.0,5.823386,6.0,1.0,0.0
1.0,0.0,0.0,5.5487194,6.4512806,1.0,0.0
1.0,0.0,0.0,5.481067,6.0,1.0,0.0
1.0,0.0,0.0,5.045852,6.954148,1.0,0.0
0.99274755,0.0,0.0,6.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.3411655,6.0,1.0,0.0
1.0,0.0,0.0,5.365406,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.26655,6.73345,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.3509555,6.0,1.0,0.0
1.0,0.0,0.0,5.8828115,6.0,1.0,0.0
0.18413003,0.0,0.0,5.81587,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.8784432,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.917303,6.0,1.0,0.0
1.0,0.0,0.0,5.540561,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.959727,6.040273,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.24531746,0.0,0.0,6.0,6.0,1.0,0.0
0.9334728,0.0,0.0,5.0665274,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.20308846,0.0,0.0,6.0,6.0,1.0,0.0
0.34649506,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.7375437,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.892094,6.0,1.0,0.0
0.9350766,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.708997,6.0,1.0,0.0
1.0,0.0,0.0,5.5206223,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.221454,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.4356065,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.252254,6.0,1.0,0.0
1.0,0.0,0.0,5.912896,6.0,1.0,0.0
1.0,0.0,0.0,5.245068,6.0,1.0,0.0
0.77287364,0.0,0.0,5.227126,6.772874,1.0,0.0
0.88830775,0.0,0.0,6.0,6.0,1.0,0.0
0.38758168,0.0,0.0,5.612418,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.1883945,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.89334166,0.0,0.0,5.1066585,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.280394,6.719606,1.0,0.0
0.9755432,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.36109444,0.0,0.0,5.6389055,6.0,1.0,0.0
1.0,0.0,0.0,5.7528696,6.2471304,1.0,0.0
0.34222162,0.0,0.0,5.6577783,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.470101,6.0,1.0,0.0
0.15655953,0.0,0.0,5.8434405,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.44247094,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.1554523,6.8445477,1.0,0.0
1.0,0.0,0.0,5.5959415,6.4040585,1.0,0.0
1.0,0.0,0.0,5.2505445,6.0,1.0,0.0
0.33384207,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.4712505,6.5287495,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.6859293,6.3140707,1.0,0.0
0.57103,0.0,0.0,6.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.305328,1.0,0.0
0.9918991,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.3832874,6.0,1.0,0.0
0.09372487,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.7809334,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.4688012,0.0,0.0,5.531199,6.468801,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.5624022,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.16742295,0.0,0.0,5.832577,6.0,1.0,0.0
1.0,0.0,0.0,5.2655354,6.0,1.0,0.0
0.5545663,0.0,0.0,5.4454336,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.62411606,0.0,0.0,5.375884,6.0,1.0,0.0
1.0,0.0,0.0,5.9277325,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.291046,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.94402,6.0,1.0,0.0
0.8789843,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.4482491,0.0,0.0,5.551751,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.6673455,0.0,0.0,5.3326545,6.6673455,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.505048,6.0,1.0,0.0
1.0,0.0,0.0,5.054262,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.2694573,6.0,1.0,0.0
1.0,0.0,0.0,5.9536467,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.25734198,0.0,0.0,5.742658,6.0,1.0,0.0
1.0,0.0,0.0,5.7301664,6.0,1.0,0.0
0.58865374,0.0,0.0,5.4113464,6.5886536,1.0,0.0
1.0,0.0,0.0,5.2433696,6.7566304,1.0,0.0
1.0,0.0,0.0,5.129184,6.0,1.0,0.0
0.85741484,0.0,0.0,5.1425853,6.0,1.0,0.0
0.55827653,0.0,0.0,6.0,6.0,1.0,0.0
0.8613627,0.0,0.0,5.1386375,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0832176,6.9167824,1.0,0.0
1.0,0.0,0.0,5.9152517,6.0,1.0,0.0
1.0,0.0,0.0,5.4042625,6.5957375,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
0.53933626,0.0,0.0,5.460664,6.0,1.0,0.0
1.0,0.0,0.0,5.2517595,6.0,1.0,0.0
1.0,0.0,0.0,5.625148,6.0,1.0,0.0
0.20005298,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.1657443,6.0,1.0,0.0
1.0,0.0,0.0,5.3041825,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.12618,6.0,1.0,0.0
1.0,0.0,0.0,5.0526733,6.9473267,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.7808156,1.0,0.0
0.32146078,0.0,0.0,5.6785393,6.3214607,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.85936,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.538253,6.461747,1.0,0.0
1.0,0.0,0.0,5.188711,6.0,1.0,0.0
1.0,0.0,0.0,5.216443,6.783557,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.6003613,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.9091011,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0638757,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.44388443,0.0,0.0,5.5561156,6.4438844,1.0,0.0
1.0,0.0,0.0,5.4046555,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.4558825,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.850453,6.149547,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.537838,6.0,1.0,0.0
0.78071797,0.0,0.0,5.219282,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
0.6721487,0.0,0.0,6.0,6.0,1.0,0.0
0.84625494,0.0,0.0,5.153745,6.846255,1.0,0.0
1.0,0.0,0.0,5.133227,6.866773,1.0,0.0
1.0,0.0,0.0,5.2042646,6.7957354,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.704623,6.0,1.0,0.0
1.0,0.0,0.0,5.021389,6.978611,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.1697135,6.0,1.0,0.0
1.0,0.0,0.0,5.009558,6.990442,1.0,0.0
0.7628684,0.0,0.0,6.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0796103,6.0,1.0,0.0
1.0,0.0,0.0,5.8791847,6.1208153,1.0,0.0
1.0,0.0,0.0,5.5431056,6.0,1.0,0.0
1.0,0.0,0.0,5.5891,6.0,1.0,0.0
1.0,0.0,0.0,5.444991,6.0,1.0,0.0
1.0,0.0,0.0,5.756546,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.9392242,6.0,1.0,0.0
1.0,0.0,0.0,5.186699,6.813301,1.0,0.0
0.19840074,0.0,0.0,5.8015995,6.0,1.0,0.0
1.0,0.0,0.0,5.4724603,6.0,1.0,0.0
0.49161336,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
0.14795473,0.0,0.0,5.852045,6.0,1.0,0.0
1.0,0.0,0.0,5.3781548,6.6218452,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.22841845,0.0,0.0,6.0,6.0,1.0,0.0
0.5769856,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.557345,6.0,1.0,0.0
1.0,0.0,0.0,5.1114073,6.0,1.0,0.0
1.0,0.0,0.0,5.3260703,6.0,1.0,0.0
1.0,0.0,0.0,5.1335583,6.8664417,1.0,0.0
1.0,0.0,0.0,5.0,6.510728,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0335593,6.9664407,1.0,0.0
0.48295337,0.0,0.0,5.5170465,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.845107,6.0,1.0,0.0
0.6021543,0.0,0.0,5.3978457,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.5920646,0.0,0.0,5.407935,6.592065,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.04043883,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
0.18148713,0.0,0.0,5.818513,6.0,1.0,0.0
1.0,0.0,0.0,5.120383,6.879617,1.0,0.0
0.14357746,0.0,0.0,6.0,6.0,1.0,0.0
0.6610271,0.0,0.0,5.338973,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.847924,6.152076,1.0,0.0
1.0,0.0,0.0,5.2481737,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.311715,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,6.524349,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.6439424,6.3560576,1.0,0.0
1.0,0.0,0.0,5.612855,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.318203,6.0,1.0,0.0
0.44948196,0.0,0.0,5.550518,6.0,1.0,0.0
0.7583288,0.0,0.0,5.241671,6.758329,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.6385217,6.0,1.0,0.0
1.0,0.0,0.0,5.605867,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.929466,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.608905,6.0,1.0,0.0
1.0,0.0,0.0,5.312227,6.0,1.0,0.0
0.5287633,0.0,0.0,6.0,6.0,1.0,0.0
0.12364787,0.0,0.0,5.8763523,6.1236477,1.0,0.0
1.0,0.0,0.0,5.4437947,6.5562053,1.0,0.0
1.0,0.0,0.0,5.715091,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.2865474,0.0,0.0,5.713453,6.0,1.0,0.0
1.0,0.0,0.0,5.0,7.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.373262,6.0,1.0,0.0
0.1112839,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.4531364,6.5468636,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0587807,6.0,1.0,0.0
1.0,0.0,0.0,5.849518,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.5122848,6.4877152,1.0,0.0
0.21056157,0.0,0.0,5.7894382,6.0,1.0,0.0
1.0,0.0,0.0,5.820647,6.0,1.0,0.0
1.0,0.0,0.0,5.426777,6.0,1.0,0.0
1.0,0.0,0.0,5.0161543,6.0,1.0,0.0
0.7090416,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.4904785,6.0,1.0,0.0
1.0,0.0,0.0,5.960194,6.0,1.0,0.0
0.7630194,0.0,0.0,5.2369804,6.0,1.0,0.0
1.0,0.0,0.0,5.168569,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.08566419,0.0,0.0,5.9143357,6.0,1.0,0.0
0.9468674,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.7082763,6.0,1.0,0.0
1.0,0.0,0.0,5.7735353,6.0,1.0,0.0
0.1291364,0.0,0.0,5.8708634,6.0,1.0,0.0
1.0,0.0,0.0,5.946002,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.258339,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.5252724,1.0,0.0
1.0,0.0,0.0,5.889979,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
0.41299206,0.0,0.0,5.587008,6.0,1.0,0.0
1.0,0.0,0.0,5.8486586,6.0,1.0,0.0
0.21466833,0.0,0.0,5.7853317,6.2146683,1.0,0.0
0.0,0.0,0.0,6.0,6.0,1.0,0.0
0.18933375,0.0,0.0,5.810666,6.0,1.0,0.0
0.78847945,0.0,0.0,5.2115207,6.7884793,1.0,0.0
0.55689067,0.0,0.0,6.0,6.0,1.0,0.0
0.7870566,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
1.0,0.0,0.0,5.4645386,6.5354614,1.0,0.0
1.0,0.0,0.0,5.2518897,6.0,1.0,0.0
1.0,0.0,0.0,5.221664,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,6.0,6.0,1.0,0.0
0.99046576,0.0,0.0,5.0095344,6.0,1.0,0.0
0.19234037,0.0,0.0,6.0,6.0,1.0,0.0
0.81181586,0.0,0.0,5.1881843,6.0,1.0,0.0
1.0,0.0,0.0,5.0,6.0,1.0,0.0
1.0,0.0,0.0,5.659775,6.0,1.0,0.0
1.0,0.0,0.0,5.3181324,6.0,1.0,0.0
