UNIX_TS,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE,Hour,Weekday,Month,Season
1369663140,982,927,4,802,0,1,0,0,45,104,39,48,53,0,7,0,0,29,7,5,0,23,47,5,0,5,1
1369666740,950,45,4,775,0,2,0,0,47,114,44,62,53,0,7,0,0,29,7,5,0,23,657,6,0,5,1
1369670340,968,45,4,784,0,0,0,0,45,104,39,96,53,0,7,0,0,29,7,5,0,23,55,7,0,5,1
1369673940,836,45,4,787,0,0,0,0,47,104,39,97,52,0,7,0,0,29,138,5,0,23,275,8,0,5,1
1369677540,973,45,4,898,0,2,0,0,48,104,41,91,53,1,7,0,0,29,7,5,0,23,536,9,0,5,1
1369681140,982,47,4,969,1,3,0,0,45,105,41,99,52,0,7,0,0,940,2,7,2,22,51,10,0,5,1
1369684740,987,45,4,942,0,334,0,0,46,105,39,97,53,1,8,0,0,28,203,5,0,345,89,11,0,5,1
1369688340,708,45,4,649,0,1,0,0,46,104,39,70,53,0,7,0,0,28,7,5,0,23,55,12,0,5,1
1369691940,927,45,4,770,0,2,0,0,46,104,41,98,53,0,96,0,0,29,145,5,0,23,41,13,0,5,1
1369695540,909,516,4,710,0,335,0,0,47,104,39,98,53,0,94,0,0,28,7,5,0,253,289,14,0,5,1
1369699140,977,468,4,985,0,335,0,0,48,104,39,99,52,1,7,0,0,28,7,5,0,23,293,15,0,5,1
1369702740,973,621,4,738,0,0,0,0,47,104,38,99,52,0,98,0,0,29,6,5,0,23,51,16,0,5,1
1369706340,987,614,4,789,0,0,0,0,47,105,39,98,52,0,97,0,0,29,82,5,0,23,87,17,0,5,1
1369709940,973,635,4,967,0,0,0,0,47,105,41,86,52,1,99,0,0,29,82,5,0,23,689,18,0,5,1
1369713540,973,45,4,981,21,333,0,0,46,104,39,65,52,0,97,0,0,29,9,5,0,23,66,19,0,5,1
1369717140,955,45,4,996,0,336,0,0,47,105,39,97,53,1,99,0,0,29,6,5,0,23,707,20,0,5,1
1369720740,2796,644,4,992,0,339,0,0,48,105,41,55,53,0,7,0,0,29,6,5,0,374,99,21,0,5,1
1369724340,968,79,4,995,0,340,0,0,45,105,41,49,53,1,7,0,0,28,147,5,0,35,64,22,0,5,1
1369727940,886,498,4,517,0,2,0,0,46,105,41,54,53,0,7,0,0,29,7,5,0,24,54,23,0,5,1
1369731540,804,45,4,624,0,2,0,0,46,104,41,58,53,0,7,0,0,28,7,5,0,23,53,0,1,5,1
1369735140,690,45,4,512,0,2,0,0,47,105,41,45,53,0,7,0,0,29,7,5,0,23,61,1,1,5,1
1369738740,726,47,4,544,0,2,0,0,47,105,41,60,53,0,7,0,0,29,7,5,0,23,75,2,1,5,1
1369742340,836,45,4,659,0,2,0,0,46,105,41,49,53,0,7,0,0,28,145,5,0,23,53,3,1,5,1
1369745940,676,45,4,526,0,2,0,0,47,105,41,53,53,0,7,0,0,29,148,5,0,23,64,4,1,5,1
1369749540,955,491,4,512,0,1,0,0,46,114,39,72,53,0,7,0,0,28,160,5,0,23,55,5,1,5,1
1369753140,973,45,4,861,0,0,0,0,47,115,39,67,53,1,8,0,0,28,82,5,0,23,541,6,1,5,1
1369756740,982,45,4,987,0,0,0,0,46,104,39,93,52,0,7,0,0,28,7,5,0,23,516,7,1,5,1
1369760340,913,45,4,768,0,2,17,0,46,105,41,57,53,0,99,0,0,29,7,5,0,23,60,8,1,5,1
1369763940,977,45,4,965,0,2,95,0,48,105,41,57,52,0,99,0,0,28,175,5,2,23,90,9,1,5,1
1369767540,982,45,4,937,0,2,549,0,46,105,41,95,53,0,99,0,0,28,90,5,1,23,710,10,1,5,1
1369771140,895,47,4,848,0,2,7,0,46,105,41,91,52,0,8,7,0,28,147,5,1,23,9,11,1,5,1
1369774740,987,45,4,996,0,86,98,0,47,105,41,95,53,0,7,278,0,28,7,5,2,23,62,12,1,5,1
1369778340,996,45,4,852,0,35,0,0,48,105,41,95,53,1,7,0,0,28,7,5,0,23,290,13,1,5,1
1369781940,950,712,4,738,0,34,0,0,46,105,41,88,53,0,7,0,0,28,148,5,0,23,50,14,1,5,1
1369785540,982,833,4,662,0,34,0,0,45,115,39,76,53,0,92,0,0,28,86,5,0,23,57,15,1,5,1
1369789140,959,612,4,994,0,33,0,0,47,114,42,86,52,0,99,0,0,28,147,5,0,23,579,16,1,5,1
1369792740,964,623,4,949,0,33,0,0,47,105,41,92,52,0,99,9,0,29,7,5,0,23,738,17,1,5,1
1369796340,6589,742,4,986,22,25,0,0,47,104,39,98,52,0,7,4821,0,28,147,51,0,23,663,18,1,5,1
1369799940,955,751,4,999,22,335,0,0,47,105,39,97,52,1,99,0,6,27,7,5,0,23,94,19,1,5,1
1369803540,3893,751,4,999,0,334,0,0,48,106,39,96,53,1,98,0,5,29,81,5,0,352,729,20,1,5,1
1369807140,3742,566,4,990,0,338,0,0,47,105,39,79,53,1,8,0,1,28,146,5,0,355,93,21,1,5,1
1369810740,859,45,4,814,0,330,0,0,46,105,39,81,53,1,7,0,0,29,6,5,0,34,72,22,1,5,1
1369814340,817,45,4,639,0,2,0,0,47,106,41,81,53,0,7,0,0,29,7,5,0,23,48,23,1,5,1
1369817940,808,45,4,559,0,2,0,0,47,105,41,85,53,0,7,0,0,29,145,61,0,23,52,0,2,5,1
1369821540,699,45,4,530,0,2,0,0,46,106,41,79,53,0,8,0,1,29,7,5,0,23,67,1,2,5,1
1369825140,722,45,4,643,0,2,0,0,47,106,41,78,53,0,7,0,0,28,7,5,0,23,58,2,2,5,1
1369828740,731,43,4,549,0,2,0,0,48,106,41,81,53,1,7,0,1,29,7,5,0,24,46,3,2,5,1
1369832340,795,45,4,535,0,2,0,0,46,106,41,64,53,0,7,0,0,29,148,5,0,23,54,4,2,5,1
1369835940,991,815,4,569,0,2,0,0,47,106,41,74,53,0,7,0,0,28,7,52,0,23,48,5,2,5,1
1369839540,804,43,4,761,0,0,0,0,45,376,38,75,53,0,8,0,0,28,9,5,0,23,80,6,2,5,1
1369843140,817,45,4,774,0,2,0,0,45,107,41,81,52,0,7,0,0,28,217,5,0,23,566,7,2,5,1
1369846740,717,43,4,540,0,1,0,0,47,107,39,81,53,1,7,0,0,28,147,5,0,23,64,8,2,5,1
1369850340,996,45,4,980,0,1,0,0,48,107,39,72,53,0,7,0,0,29,7,5,0,24,54,9,2,5,1
1369853940,827,45,4,645,0,1,0,0,46,106,41,81,53,1,7,0,0,28,148,5,0,23,50,10,2,5,1
1369857540,804,45,4,715,0,0,0,0,46,105,39,93,53,0,7,0,0,28,9,5,0,23,52,11,2,5,1
1369861140,991,45,4,948,0,334,0,807,46,114,44,99,52,0,98,0,0,29,81,6,0,22,513,12,2,5,1
1369864740,2714,47,4,2559,1,335,0,819,49,106,41,93,53,0,99,0,0,847,8,7,1,22,637,13,2,5,1
1369868340,982,511,4,766,0,2,0,794,48,106,39,66,53,0,98,0,0,29,9,6,0,23,56,14,2,5,1
1369871940,982,781,4,679,0,2,0,791,47,106,39,85,53,1,91,0,0,28,7,6,0,23,93,15,2,5,1
1369875540,973,795,4,974,0,54,0,0,45,106,39,88,52,0,7,0,0,28,87,5,0,23,656,16,2,5,1
1369879140,904,66,4,962,0,59,0,0,46,106,41,72,52,0,7,0,0,28,83,5,0,23,557,17,2,5,1
1369882740,987,63,4,978,22,61,0,0,47,106,39,87,53,0,7,0,5,28,83,5,0,23,462,18,2,5,1
1369886340,945,66,4,997,0,5,0,0,47,106,41,98,53,1,99,0,4,29,7,5,0,23,909,19,2,5,1
1369889940,955,66,4,981,0,5,0,0,48,105,39,93,53,0,99,0,0,29,7,5,0,23,519,20,2,5,1
1369893540,996,66,4,996,0,343,0,0,46,106,39,58,53,0,97,0,1,29,9,5,0,355,99,21,2,5,1
1369897140,987,63,4,979,0,337,0,0,47,105,39,56,53,0,7,0,13,29,7,5,0,348,64,22,2,5,1
1369900740,932,82,4,528,0,3,0,0,46,105,41,45,53,0,7,0,12,29,7,5,0,23,56,23,2,5,1
1369904340,781,45,4,635,0,3,0,0,47,105,41,48,53,0,8,0,12,30,6,5,0,23,52,0,3,5,1
1369907940,813,45,4,631,0,3,0,0,48,104,41,59,53,0,7,0,12,29,7,5,0,23,55,1,3,5,1
1369911540,712,45,4,645,0,3,0,0,46,105,41,60,53,1,7,0,9,29,148,5,0,23,8,2,3,5,1
1369915140,690,45,4,647,0,3,0,0,46,104,41,56,53,0,7,0,6,28,7,5,0,22,70,3,3,5,1
1369918740,795,45,4,622,0,3,0,0,47,105,41,45,53,0,7,0,2,28,146,5,0,23,58,4,3,5,1
1369922340,996,653,4,617,0,3,0,0,45,115,39,52,53,1,8,0,0,28,7,5,0,23,61,5,3,5,1
1369925940,827,45,4,650,0,3,0,0,47,377,42,57,53,1,7,0,0,28,84,5,0,23,72,6,3,5,1
1369929540,987,45,4,844,0,3,0,0,47,104,41,47,53,1,97,0,0,27,84,6,0,23,83,7,3,5,1
1369933140,991,45,4,948,0,339,0,0,46,104,41,98,53,0,97,0,0,97,7,5,0,22,97,8,3,5,1
1369936740,996,45,4,857,1,4,0,0,47,105,39,90,52,1,7,0,0,98,142,6,1,23,300,9,3,5,1
1369940340,758,45,4,576,1,4,0,0,47,116,39,87,52,1,7,0,0,907,8,6,1,23,45,10,3,5,1
1369943940,836,45,4,677,0,4,0,0,46,104,43,87,52,1,7,0,0,907,144,6,1,23,46,11,3,5,1
1369947540,1736,45,4,1572,1,4,0,0,47,105,39,99,51,0,7,0,0,912,8,6,1,21,302,12,3,5,1
1369951140,3203,47,4,994,1,4,0,0,45,105,41,99,52,0,7,0,0,918,90,6,1,22,960,13,3,5,1
1369954740,982,509,4,985,0,3,0,0,47,104,39,95,53,1,7,0,0,90,143,5,0,23,443,14,3,5,1
1369958340,932,479,4,838,0,3,0,0,46,104,41,97,52,1,7,0,0,89,7,5,0,22,438,15,3,5,1
1369961940,923,731,4,910,0,333,0,0,46,104,39,92,52,1,7,9,0,89,210,54,0,23,475,16,3,5,1
1369965540,996,717,4,713,0,3,0,0,45,104,39,58,53,0,7,0,0,27,6,57,0,23,897,17,3,5,1
1369969140,991,482,4,921,0,333,0,0,46,104,41,69,53,0,8,0,0,27,82,52,0,23,53,18,3,5,1
1369972740,996,507,4,968,22,3,0,0,47,105,39,57,52,0,99,0,0,28,7,5,0,23,552,19,3,5,1
1369976340,959,479,4,997,0,3,0,0,46,104,41,47,52,0,99,0,0,28,7,5,0,23,567,20,3,5,1
1369979940,991,45,4,997,0,342,0,0,46,104,41,67,53,1,95,0,0,28,83,5,0,355,73,21,3,5,1
1369983540,863,45,4,998,0,337,0,0,47,104,41,49,53,0,7,0,0,29,143,5,0,357,99,22,3,5,1
1369987140,817,45,4,633,0,3,0,0,47,104,39,63,53,0,7,0,0,27,6,5,0,23,70,23,3,5,1
1369990740,685,45,4,526,0,3,0,0,47,104,41,67,53,0,8,0,0,28,7,5,0,23,64,0,4,5,1
1369994340,680,45,4,637,0,3,0,0,46,105,41,67,53,0,7,0,0,27,146,5,0,23,61,1,4,5,1
1369997940,799,45,4,645,0,3,0,0,46,104,41,56,53,0,7,0,0,27,7,5,0,23,53,2,4,5,1
1370001540,676,45,4,514,0,3,0,0,47,104,41,47,53,0,7,0,0,27,7,5,0,23,52,3,4,5,1
1370005140,808,45,4,635,0,3,0,0,45,105,41,68,53,1,7,0,0,27,6,5,0,23,53,4,4,5,1
1370008740,877,536,4,690,0,3,0,0,46,105,39,51,53,1,8,0,0,29,7,5,0,25,592,5,4,5,1
1370012340,877,45,4,695,0,3,0,0,47,114,39,91,53,0,7,0,0,27,83,5,0,23,81,6,4,5,1
1370015940,936,47,4,996,1,4,0,0,46,105,42,86,53,0,7,0,0,98,217,7,2,23,47,7,4,5,1
1370019540,936,45,4,873,1,4,0,0,48,105,39,97,52,0,99,0,0,380,9,7,2,23,301,8,4,5,1
1370023140,927,45,4,884,0,3,0,0,47,104,39,95,53,0,99,0,0,31,7,5,0,22,303,9,4,5,1
1370026740,945,45,4,750,0,3,0,0,45,104,39,88,52,0,99,0,0,28,7,5,0,22,50,10,4,5,1
1370030340,886,45,4,741,0,3,0,0,46,104,41,53,52,0,99,0,0,28,83,5,0,23,784,11,4,5,1
1370033940,795,45,4,609,0,3,0,0,47,105,39,67,53,1,99,0,0,28,6,5,0,23,48,12,4,5,1
1370037540,964,45,4,764,0,3,0,0,46,105,41,99,53,0,99,0,0,29,7,5,0,22,54,13,4,5,1
1370041140,945,726,4,750,0,3,0,0,47,104,39,66,53,0,99,0,0,28,7,5,0,23,49,14,4,5,1
1370044740,868,669,4,725,0,3,0,0,47,104,39,72,52,1,99,0,0,28,82,5,0,23,56,15,4,5,1
1370048340,950,811,4,937,0,3,0,0,45,104,39,71,52,1,99,0,0,28,7,5,0,23,88,16,4,5,1
1370051940,996,786,4,900,0,3,0,0,46,104,39,96,52,1,99,0,0,28,143,5,0,23,92,17,4,5,1
1370055540,977,594,4,901,0,3,0,3,46,104,39,98,52,0,98,0,0,28,9,5,0,22,43,18,4,5,1
1370059140,3856,790,4,940,0,3,0,812,47,104,39,57,53,0,99,0,6,28,471,6,0,23,608,19,4,5,1
1370062740,2230,445,4,998,0,337,0,812,47,104,41,93,53,0,7,0,2,28,139,6,0,346,93,20,4,5,1
1370066340,973,626,4,999,0,340,0,799,44,104,39,47,53,1,88,0,1,30,6,6,0,353,96,21,4,5,1
1370069940,991,594,4,628,0,3,0,3,45,104,41,58,52,1,7,0,0,29,7,5,0,23,46,22,4,5,1
1370073540,808,82,4,528,0,3,0,0,45,104,41,48,53,0,8,0,1,29,7,5,0,23,74,23,4,5,1
1370077140,690,45,4,510,0,3,0,0,46,104,41,57,53,0,8,0,0,29,142,5,0,23,58,0,5,6,1
1370080740,790,45,4,617,0,3,0,0,47,105,41,66,53,0,8,0,0,29,7,5,0,23,50,1,5,6,1
1370084340,827,45,4,647,0,3,0,0,46,105,41,45,53,1,7,0,1,28,7,5,0,23,59,2,5,6,1
1370087940,722,43,4,524,0,3,0,0,47,105,41,42,53,1,8,0,0,28,6,5,0,23,60,3,5,6,1
1370091540,799,43,4,615,0,3,0,0,46,105,41,51,53,0,7,0,0,29,7,5,0,23,49,4,5,6,1
1370095140,712,45,4,665,0,3,0,0,46,104,41,48,53,0,7,0,1,28,7,5,0,23,52,5,5,6,1
1370098740,886,45,4,706,0,3,0,0,46,104,39,50,52,0,7,0,0,29,6,5,0,23,75,6,5,6,1
1370102340,968,479,4,679,0,3,0,0,47,104,39,58,52,0,95,0,0,28,146,6,0,23,587,7,5,6,1
1370105940,996,495,4,814,0,3,0,0,45,104,39,47,52,1,47,0,0,28,82,5,0,23,95,8,5,6,1
1370109540,996,628,4,681,0,3,0,0,47,104,38,57,52,0,98,0,0,29,6,5,0,23,51,9,5,6,1
1370113140,991,680,4,736,0,3,0,0,47,103,38,48,52,0,7,0,0,28,7,5,0,22,62,10,5,6,1
1370116740,909,939,4,606,0,3,0,0,44,104,39,54,52,0,7,0,0,29,9,5,0,22,46,11,5,6,1
1370120340,982,600,4,890,0,3,0,0,46,104,38,79,52,0,8,0,0,28,6,5,0,22,567,12,5,6,1
1370123940,923,427,4,631,0,3,0,0,45,104,39,47,52,0,7,0,0,28,7,5,0,22,53,13,5,6,1
1370127540,790,724,4,628,0,3,0,0,47,104,41,59,52,0,7,0,0,28,7,5,0,22,44,14,5,6,1
1370131140,822,580,4,787,0,3,0,0,46,105,39,89,52,0,95,0,0,28,7,5,0,22,47,15,5,6,1
1370134740,982,635,4,782,0,3,0,0,46,105,39,96,52,1,99,0,0,29,7,5,0,23,44,16,5,6,1
1370138340,964,598,4,686,0,3,0,0,47,105,41,93,53,1,7,0,0,28,90,5,0,23,56,17,5,6,1
1370141940,996,616,4,983,0,3,0,0,47,106,41,93,53,0,98,0,0,28,145,5,0,23,70,18,5,6,1
1370145540,996,660,4,932,0,3,0,0,45,106,39,95,52,1,99,0,0,28,131,5,0,22,557,19,5,6,1
1370149140,1462,575,4,941,0,3,0,0,46,106,39,97,52,1,99,0,0,28,7,5,0,22,438,20,5,6,1
1370152740,945,98,4,999,0,336,0,0,46,107,39,94,52,0,98,0,0,29,146,5,0,352,91,21,5,6,1
1370156340,854,482,4,995,0,339,0,0,47,107,41,45,53,0,7,0,0,29,141,5,0,366,65,22,5,6,1
1370159940,685,45,4,526,0,3,0,0,45,108,41,59,53,0,7,0,0,29,143,5,0,23,47,23,5,6,1
1370163540,694,45,4,521,0,3,0,0,47,107,41,60,53,0,7,0,0,29,7,5,0,23,50,0,6,6,1
1370167140,694,45,4,535,0,3,0,0,47,107,41,58,53,0,7,0,0,29,7,5,0,23,55,1,6,6,1
1370170740,808,45,4,633,0,3,0,0,45,107,41,64,53,1,7,0,0,30,140,5,0,23,51,2,6,6,1
1370174340,822,45,4,626,0,3,0,0,47,107,41,71,53,0,7,0,0,30,145,5,0,23,58,3,6,6,1
1370177940,703,47,4,521,0,3,0,0,47,107,41,44,53,0,7,0,0,29,147,5,0,23,55,4,6,6,1
1370181540,836,45,4,661,0,3,0,0,47,106,41,57,53,0,7,0,0,29,144,5,0,23,62,5,6,6,1
1370185140,977,75,4,624,0,3,0,0,48,106,41,43,53,0,7,0,0,29,6,5,0,23,50,6,6,6,1
1370188740,877,75,4,804,0,3,97,0,47,105,39,50,53,0,7,0,0,29,852,5,0,23,55,7,6,6,1
1370192340,990,73,4,996,0,3,94,0,47,107,38,56,53,0,7,0,0,29,81,5,2,23,814,8,6,6,1
1370195940,932,443,4,535,0,3,7,0,45,106,38,47,52,0,8,0,0,29,139,5,0,23,77,9,6,6,1
1370199540,996,728,4,656,0,3,0,0,46,106,39,66,52,0,7,0,0,29,9,5,0,24,79,10,6,6,1
1370203140,923,726,4,611,0,3,0,0,47,107,41,45,52,0,7,0,0,28,148,5,0,23,48,11,6,6,1
1370206740,836,57,4,617,0,3,0,0,46,107,38,63,52,0,7,0,0,28,140,5,0,23,51,12,6,6,1
1370210340,923,45,4,748,0,3,0,0,47,107,39,84,52,0,94,9,0,29,83,5,0,22,74,13,6,6,1
1370213940,996,45,4,987,0,339,0,0,47,106,39,55,53,1,97,277,0,28,9,5,0,344,59,14,6,6,1
1370217540,991,523,4,983,0,339,0,0,46,107,39,53,53,1,7,0,0,29,7,5,0,35,71,15,6,6,1
1370221140,982,626,4,704,0,3,0,0,46,107,39,64,52,0,7,0,0,29,9,5,0,23,63,16,6,6,1
1370224740,977,637,4,974,0,337,0,0,47,107,39,84,52,1,8,0,0,31,7,59,0,23,475,17,6,6,1
1370228340,996,475,4,985,0,337,0,0,46,107,39,94,53,0,98,0,0,31,82,5,0,22,342,18,6,6,1
1370231940,996,628,4,889,0,3,0,0,47,107,39,78,52,0,85,6,0,31,181,8,0,22,52,19,6,6,1
1370235540,3655,470,4,969,0,332,0,0,47,107,39,91,53,0,82,0,6,32,7,5,0,314,99,20,6,6,1
1370239140,1686,587,4,994,0,339,0,0,45,107,39,63,53,0,7,0,2,32,6,5,0,361,99,21,6,6,1
1370242740,955,82,4,830,0,338,0,0,45,108,39,69,53,0,7,0,0,31,7,5,0,34,94,22,6,6,1
1370246340,804,45,4,658,0,3,0,0,46,107,41,47,53,1,8,0,0,30,7,5,0,23,54,23,6,6,1
1370249940,685,45,4,514,0,3,0,0,47,108,41,59,53,0,7,0,0,30,7,5,0,23,52,0,0,6,1
1370253540,690,47,4,524,0,3,0,0,48,108,41,41,53,0,7,0,0,29,7,5,0,23,58,1,0,6,1
1370257140,913,45,4,868,0,3,0,0,46,108,41,51,53,0,7,0,0,29,491,5,0,23,49,2,0,6,1
1370260740,795,45,4,637,0,3,0,0,46,108,41,63,53,0,8,0,0,30,146,5,0,23,57,3,0,6,1
1370264340,699,43,4,622,0,3,0,0,50,108,41,46,53,1,7,0,0,29,7,5,0,23,58,4,0,6,1
1370267940,886,43,4,711,0,3,0,0,47,107,39,56,53,1,7,0,0,29,6,5,0,23,55,5,0,6,1
1370271540,813,43,4,768,0,3,0,0,46,107,39,90,52,0,7,0,0,29,81,5,0,23,68,6,0,6,1
1370275140,964,811,4,524,0,3,0,0,47,107,39,43,53,1,8,0,0,29,6,5,0,24,94,7,0,6,1
1370278740,936,342,4,630,0,3,0,0,45,107,39,37,53,0,97,0,0,29,82,5,0,23,55,8,0,6,1
1370282340,895,488,4,642,0,3,0,0,46,108,39,43,53,0,7,0,0,29,7,5,0,23,50,9,0,6,1
1370285940,690,47,4,515,0,3,0,0,47,107,39,38,53,0,7,0,0,30,7,5,0,23,48,10,0,6,1
1370289540,991,669,4,784,0,3,0,0,46,108,39,99,52,0,99,0,0,28,149,5,0,23,588,11,0,6,1
1370293140,964,484,4,861,0,3,0,0,47,108,39,99,53,1,99,0,0,28,7,5,0,22,329,12,0,6,1
1370296740,973,722,4,908,0,3,0,0,46,108,41,94,53,0,98,0,0,28,144,5,0,23,394,13,0,6,1
1370300340,991,667,4,873,0,339,0,0,47,108,39,89,52,0,7,0,0,28,7,5,0,264,290,14,0,6,1
1370303940,982,626,4,924,0,3,0,0,47,107,41,95,53,0,7,0,0,29,7,5,0,23,291,15,0,6,1
1370307540,968,651,4,839,0,3,0,0,47,108,41,90,53,0,93,0,0,29,83,5,0,23,44,16,0,6,1
1370311140,996,637,4,745,0,3,0,0,47,108,41,71,52,1,7,0,0,28,7,5,0,23,50,17,0,6,1
1370314740,996,644,536,949,0,335,0,0,45,107,39,96,52,87,7,0,0,30,82,50,0,23,57,18,0,6,1
1370318340,977,45,4,864,0,3,0,804,47,107,39,90,53,46,7,0,0,29,7,6,0,23,73,19,0,6,1
1370321940,932,653,4,980,0,334,0,786,47,107,39,99,53,0,99,0,0,29,6,6,0,272,526,20,0,6,1
1370325540,996,516,4,989,0,339,0,776,47,107,39,61,53,0,98,0,0,28,6,5,0,360,97,21,0,6,1
1370329140,982,45,4,987,0,334,0,0,47,107,39,53,53,0,7,0,0,29,9,5,0,358,49,22,0,6,1
1370332740,991,500,4,624,0,3,0,0,45,107,41,53,53,0,7,0,0,28,143,5,0,23,48,23,0,6,1
1370336340,817,45,4,637,0,3,0,0,47,108,41,48,53,0,7,0,0,28,7,5,0,23,55,0,1,6,1
1370339940,712,45,4,645,0,3,0,0,46,108,41,59,53,0,7,0,0,28,7,5,0,23,58,1,1,6,1
1370343540,680,45,4,551,0,3,0,0,47,108,41,41,53,0,7,0,0,28,144,5,0,23,63,2,1,6,1
1370347140,694,45,4,651,0,3,0,0,46,108,41,53,53,0,7,0,0,29,7,5,0,23,46,3,1,6,1
1370350740,808,45,4,630,0,3,0,0,47,108,41,60,53,1,7,0,0,29,7,5,0,23,52,4,1,6,1
1370354340,991,678,4,603,0,3,0,0,45,107,41,55,53,0,8,0,0,29,6,5,0,23,54,5,1,6,1
1370357940,859,45,4,970,0,3,0,790,46,108,39,66,53,0,7,0,0,29,9,6,0,23,78,6,1,6,1
1370361540,891,43,4,846,0,3,0,806,47,107,39,91,53,0,7,0,0,29,6,6,0,23,41,7,1,6,1
1370365140,822,45,4,647,0,3,0,789,45,108,39,60,53,0,7,0,0,29,9,6,0,23,61,8,1,6,1
1370368740,786,45,4,619,0,3,0,0,46,75,39,48,52,0,99,0,0,28,6,5,0,23,54,9,1,6,1
1370372340,977,45,4,932,0,3,0,0,47,108,39,99,52,0,38,0,0,29,7,5,0,23,50,10,1,6,1
1370375940,799,45,4,729,0,3,0,0,47,108,39,62,52,1,133,0,0,29,7,5,0,23,55,11,1,6,1
1370379540,964,45,4,789,0,3,0,0,47,107,39,95,52,1,117,0,0,28,6,5,0,23,48,12,1,6,1
1370383140,991,45,4,910,0,3,0,0,47,107,39,95,52,0,121,0,0,28,7,5,0,23,52,13,1,6,1
1370386740,987,667,4,613,0,3,0,0,47,107,39,59,52,0,90,0,0,28,7,50,0,23,48,14,1,6,1
1370390340,987,760,4,670,0,3,0,0,46,107,39,48,52,1,7,0,0,28,151,5,0,23,64,15,1,6,1
1370393940,991,603,4,857,0,3,0,0,47,107,39,90,52,1,91,0,0,29,7,5,0,22,47,16,1,6,1
1370397540,991,619,4,711,0,3,0,0,47,108,41,86,52,0,95,0,0,28,153,6,0,22,53,17,1,6,1
1370401140,987,644,4,718,0,3,0,0,50,107,41,54,52,0,94,0,0,28,7,5,0,23,43,18,1,6,1
1370404740,996,927,4,877,22,3,0,0,46,108,39,55,52,1,7,0,6,28,82,5,0,23,56,19,1,6,1
1370408340,918,626,4,984,22,334,0,0,46,107,41,89,52,0,99,0,6,29,7,5,0,340,537,20,1,6,1
1370411940,2166,79,4,1748,0,339,0,0,47,107,39,65,52,0,99,0,2,28,6,5,0,358,697,21,1,6,1
1370415540,996,45,4,994,0,341,0,0,47,108,39,88,52,0,99,0,0,28,7,5,0,261,64,22,1,6,1
1370419140,817,45,4,639,0,3,0,0,48,108,41,60,53,0,7,0,0,29,7,5,0,23,50,23,1,6,1
1370422740,808,45,4,628,0,3,0,0,45,108,41,52,53,0,7,0,0,28,7,5,0,23,64,0,2,6,1
1370426340,699,525,4,522,0,3,0,0,46,108,41,41,52,0,8,0,0,29,154,5,0,23,53,1,2,6,1
1370429940,804,45,4,631,0,3,0,0,47,108,41,54,53,1,8,0,1,29,6,5,0,23,48,2,2,6,1
1370433540,680,45,4,605,0,3,0,0,47,107,41,61,52,0,7,0,0,29,7,5,0,23,48,3,2,6,1
1370437140,694,45,4,517,0,3,0,0,47,107,39,42,52,0,7,0,0,28,7,5,0,23,55,4,2,6,1
1370440740,987,797,4,770,0,3,0,0,46,107,39,58,52,0,7,0,0,29,7,58,0,23,8,5,2,6,1
1370444340,863,45,4,686,0,3,0,0,44,108,41,49,52,1,8,0,0,29,7,5,0,23,48,6,2,6,1
1370447940,881,45,4,802,0,3,0,0,45,107,39,91,52,0,7,0,0,30,7,6,0,23,60,7,2,6,1
1370451540,932,43,4,998,0,333,0,0,47,107,39,99,52,1,8,0,0,29,467,5,0,35,485,8,2,6,1
1370455140,955,45,4,820,0,3,0,0,46,107,39,99,52,0,7,0,0,30,143,5,0,23,799,9,2,6,1
1370458740,854,45,4,928,0,389,0,0,47,107,39,97,52,0,8,0,0,29,7,5,0,23,302,10,2,6,1
1370462340,859,45,4,681,0,55,0,0,47,107,39,90,52,0,7,0,0,28,7,5,0,23,54,11,2,6,1
1370465940,932,45,4,772,0,3,0,0,47,107,39,93,52,0,99,0,0,28,146,5,0,23,47,12,2,6,1
1370469540,955,45,4,910,0,3,0,0,47,108,41,94,52,0,99,0,0,28,7,5,0,23,286,13,2,6,1
1370473140,996,884,4,768,0,3,0,0,48,108,41,96,52,0,99,0,0,28,144,53,0,23,97,14,2,6,1
1370476740,936,811,4,720,0,3,0,0,47,108,41,79,52,0,99,0,0,28,6,5,0,23,46,15,2,6,1
1370480340,982,952,4,913,4,3,0,0,46,108,41,54,52,0,96,0,0,28,7,5,0,23,8,16,2,6,1
1370483940,996,765,4,898,4,3,0,0,46,108,39,53,52,0,97,0,0,28,82,5,0,23,70,17,2,6,1
1370487540,735,47,4,690,4,3,0,0,47,107,39,60,52,0,99,0,0,29,7,5,0,23,60,18,2,6,1
1370491140,923,660,4,793,4,3,0,0,47,107,39,47,52,0,93,0,0,29,148,5,0,23,48,19,2,6,1
1370494740,945,507,4,998,4,334,0,0,45,107,39,91,52,0,99,0,0,29,9,5,0,359,830,20,2,6,1
1370498340,2664,438,4,2448,3,339,0,0,47,108,39,76,52,0,99,0,0,29,6,5,0,355,429,21,2,6,1
1370501940,932,43,4,885,4,343,0,0,47,108,41,58,53,0,97,0,0,28,6,5,0,343,83,22,2,6,1
1370505540,699,45,4,624,4,3,0,0,47,108,41,63,53,0,7,0,0,28,9,5,0,23,47,23,2,6,1
